"","id","price","latitude","longitude","city","name","review_scores_rating","neighbourhood_cleansed"
"24",7468159,298,-37.9925985933195,145.205269997936,"Dandenong","Insaa Apartments Dandenong - 4BR Townhouse",NA,"Greater Dandenong"
"25",14269674,39,-38.0145295783955,145.202323119479,"Dandenong","1 rooms has ensuite. 2 rooms share b/room.new home",NA,"Greater Dandenong"
"26",10239227,55,-37.9457565653389,145.192630709707,"Noble Park North","Cosy Room No.3 in Quiet Court",77,"Greater Dandenong"
"27",690762,80,-37.9741336648913,145.219546139769,"Dandenong","Room To Let Next to Chilsom Tafe",43,"Greater Dandenong"
"28",17547377,140,-37.9778510856902,145.205557748869,"Dandenong","Hotel in Dandenong",NA,"Greater Dandenong"
"29",7095182,145,-37.9858001865805,145.222052872443,"Dandenong","New Executive Apartment furnished",97,"Greater Dandenong"
"30",11093948,100,-37.9514412361369,145.17652162081,"Noble Park","Chinese style master bedroom",94,"Greater Dandenong"
"31",16500264,38,-37.998006897303,145.148223047536,"Keysborough","Two bunk beds+single bed 4-6 people family room",100,"Greater Dandenong"
"32",5001593,128,-38.0587475242242,145.221293944178,"Lyndhurst","Charming Rustic Open Plan Home ",NA,"Greater Dandenong"
"33",13226563,35,-38.0060005323006,145.14267696355,"Keysborough","Cosy Family Home",100,"Greater Dandenong"
"34",17948963,51,-37.9534354186997,145.155870082449,"victoria","furnished",NA,"Greater Dandenong"
"35",17949024,50,-37.9517203414057,145.145160084143,"victoria","garage",NA,"Greater Dandenong"
"36",17323206,80,-37.9617588620603,145.160133612331,"Springvale","1 Bedroom for rent fit for 3 people",NA,"Greater Dandenong"
"37",10239025,39,-37.9470007317718,145.194003268735,"Noble Park North","Cozy Room No.2 in Quiet Court",90,"Greater Dandenong"
"38",7463312,298,-37.991887783493,145.20308472457,"Dandenong South","Insaa Apartments Dandenong - 4BR Townhouse",90,"Greater Dandenong"
"39",6384614,60,-37.9641659927522,145.18005003825,"Noble Park","Feel at home, close to facilities",100,"Greater Dandenong"
"40",6156890,66,-38.0033204283969,145.155705579252,"Keysborough","Charming Melbourne private room",100,"Greater Dandenong"
"41",10283006,138,-37.9471694681501,145.192900707527,"Noble Park North","Cosy 3 Rooms in Quiet Court",89,"Greater Dandenong"
"42",11762465,30,-37.9513535814145,145.178067293214,"Noble Park","Fabulous single room",83,"Greater Dandenong"
"43",5503903,45,-37.9691619808806,145.205693359406,"Dandenong","Double bedroom with queen bed",NA,"Greater Dandenong"
"44",11763524,30,-37.9517995828876,145.178035758181,"Noble Park","Charming single room",91,"Greater Dandenong"
"45",11762629,45,-37.9535448663667,145.178253511854,"Noble Park","Amazing double bedroom",83,"Greater Dandenong"
"46",9665733,90,-37.9676189285806,145.185518294133,"Noble Park","Simple Family House",NA,"Greater Dandenong"
"47",12045772,31,-37.9696946335629,145.174820089843,"Noble Park","Female only. walk to station 3 min",100,"Greater Dandenong"
"48",16399867,79,-37.996140545642,145.150416457159,"Keysborough","4bedrooms for up to 14 guests",20,"Greater Dandenong"
"49",17659381,94,-37.9654315910198,145.145384906938,"Springvale South","Newly renovated, spacious, comfy like home",NA,"Greater Dandenong"
"50",10616480,60,-37.9700117255819,145.211617861387,"Dandenong","Large family  home in quiet area.",98,"Greater Dandenong"
"51",15345802,79,-37.9517599991034,145.14217660503,"Springvale","Master bedroom/ensuite in Springvale free wifi",93,"Greater Dandenong"
"52",8748739,46,-37.9632767661662,145.184226958438,"Noble Park","Fully furnished 1BB in Mel SE",90,"Greater Dandenong"
"53",11303220,NA,-38.0432176183296,145.151598504458,"Bangholme","Jolong Park Club House",NA,"Greater Dandenong"
"54",11763442,149,-37.9532169003121,145.178492614462,"Noble Park","Spacious double bedroom",80,"Greater Dandenong"
"55",753220,75,-37.9596249597694,145.17681317503,"Noble Park","Furnished Bedroom in the Suburbs",NA,"Greater Dandenong"
"56",12992391,48,-37.9648622699788,145.163775453658,"Springvale South","Brandnew clean cozy master room with own ensuite",96,"Greater Dandenong"
"57",14766827,180,-37.9885978812924,145.172359160898,"Keysborough","Great Room with Comfortable bed.",NA,"Greater Dandenong"
"58",17816898,100,-37.9498369316147,145.151552607246,"victoria","apartments",NA,"Greater Dandenong"
"59",13722058,41,-37.9477400001016,145.145450897924,"Springvale","Large bedroom with KING SIZE BED and heating",NA,"Greater Dandenong"
"60",16440182,38,-37.9973041204036,145.149970464078,"Keysborough","Classic and romatic queen bed room near wetland",60,"Greater Dandenong"
"61",8412000,248,-37.9922685938648,145.202854493665,"Dandenong","Insaa Apartments Dandenong - 3BR townhouse",NA,"Greater Dandenong"
"62",15260363,80,-38.0055482536774,145.14567672947,"Keysborough","Luxury house in the keys",100,"Greater Dandenong"
"63",9887196,39,-37.9468038144818,145.194148837926,"Noble Park North","Cosy Room No.1 in Quiet Court",90,"Greater Dandenong"
"64",16083734,56,-37.951569489783,145.144080899755,"Springvale","Basic bedroom in Springvale with free wifi",100,"Greater Dandenong"
"65",12276678,100,-37.9769792783844,145.204679743809,"Dandenong","Spacious 2 bed flat with courtyard",97,"Greater Dandenong"
"66",12045613,31,-37.9697722439726,145.176869984503,"Noble Park","Female only.步行火车站3分,附近超市24小时",100,"Greater Dandenong"
"67",16501036,52,-37.9972086749001,145.149770817931,"Keysborough","sunny room with genuine Leather queen bed",86,"Greater Dandenong"
"68",10757824,31,-37.970093804053,145.175035887318,"Noble Park","Female only.交通便利,舒适,安静,",100,"Greater Dandenong"
"69",10195741,69,-37.9954044416502,145.223156390496,"Dandenong","Dandenong",85,"Greater Dandenong"
"70",14326294,37,-37.9529612842921,145.175681187175,"Noble Park","Big room available with Queen Bed",NA,"Greater Dandenong"
"71",10127911,198,-37.9931362073386,145.203064277582,"Dandenong","Insaa Apatrments Dandenong - 2BR Apartment",80,"Greater Dandenong"
"72",9537955,20,-37.9420052657632,145.145450988252,"Springvale","Melbourne garden hostel",74,"Greater Dandenong"
"73",12692275,110,-37.9774408292685,145.207161502997,"Dandenong","Comfortable Bedroom with Bathroom",NA,"Greater Dandenong"
"74",12328328,50,-37.8898978993713,144.646087916642,"Werribee","Queen size bedroom 4",NA,"Wyndham"
"75",11627485,200,-37.9056430085828,144.671075138534,"Werribee","Big Ben City Chic in  Werribee",100,"Wyndham"
"76",14155778,319,-37.8978273723129,144.772818498334,"Point Cook","Deluxe lake view house 20mins melbourne CBD",NA,"Wyndham"
"77",12190654,52,-37.9007274387545,144.670721651875,"Werribee","Kimmy's Abode",90,"Wyndham"
"78",16968197,29,-37.897331173465,144.626340525225,"Wyndham Vale","Charming and full of character Room 2",100,"Wyndham"
"79",16947107,37,-37.8743200984851,144.59397385943,"Wyndham Vale","New house , close to Train station",92,"Wyndham"
"80",15139020,79,-37.8376554066547,144.714863904775,"Truganina, Victoria, AU","Brand new luxury house!",80,"Wyndham"
"81",16498878,165,-37.8969411124323,144.743147773534,"Point Cook","Holiday  by the Water--House One",97,"Wyndham"
"82",7252782,115,-37.8530318369903,144.698781951644,"Hoppers Crossing","Granny Mansion",96,"Wyndham"
"83",17794192,45,-37.8588475742213,144.753167861401,"Williams Landing","Private Rm(s) in Modern 5BR House close to station",NA,"Wyndham"
"84",17836790,45,-37.9097606348505,144.667826069884,"Werribee","Family home with large spare room",NA,"Wyndham"
"85",12683856,28,-37.8800812020796,144.67280588468,"Werribee","Cozy and Clean Single Bed Room",98,"Wyndham"
"86",3006500,50,-37.8612115748941,144.751554071787,"Williams Landing","Pride Comfort Private Room",93,"Wyndham"
"87",16728573,52,-37.8568813201482,144.747618730073,"Williams Landing","2 x kingle single room and  or Queen Room",100,"Wyndham"
"88",10685491,26,-37.8438080148909,144.669313174927,"Tarneit","Modern, Sunny and Fully Furnished",98,"Wyndham"
"89",17796419,46,-37.8935217798879,144.658761065958,"Werribee","A tranquil room for a tranquil stay",100,"Wyndham"
"90",12234053,35,-37.8426307588661,144.724662562232,"Truganina","Brand New Room with Own AC/Heater",100,"Wyndham"
"91",10522034,93,-37.8977596186218,144.664149341403,"Werribee","Old World Central Oasis Retreat",NA,"Wyndham"
"92",16648160,414,-37.8845416648756,144.732515406197,"Point Cook","22 mins to Airport CBD next to Lux House",NA,"Wyndham"
"93",13143660,66,-37.9020381197365,144.615281344311,"Werribee","Comfortable and modern bedroom for you!",90,"Wyndham"
"94",16977544,50,-37.9184743914667,144.748208223237,"Point Cook","3 avail bedrooms in brand new home!",100,"Wyndham"
"95",18026412,31,-37.8870343263154,144.615041392648,"Wyndham Vale","位于wyndham vale环境优美house -1",NA,"Wyndham"
"96",6230256,80,-37.8939261196609,144.760890138612,"Point Cook","Lovely townhouse in a golf premises",NA,"Wyndham"
"97",17969308,79,-37.8713282151223,144.593367493418,"Wyndham Vale","Quiet, fully equipt room in a friendly home",NA,"Wyndham"
"98",5907584,60,-37.8562052529677,144.746491636212,"Williams Landing","Cheyenne Room @ Westbourne Manor",NA,"Wyndham"
"99",16429288,245,-37.9086278873972,144.718283989117,"Point Cook","VILLA SEAGRASS MELBOURNE - 5 Bdrm, Sleeps 10",NA,"Wyndham"
"100",16000166,25,-37.8975821367556,144.733117018081,"Point Cook","Comfortable & near bus/train stop",NA,"Wyndham"
"101",16622826,60,-37.8563116543211,144.745475408305,"Williams Landing","20kms South West Melbourne CBD -2 mins M1 Freeway",100,"Wyndham"
"102",17011677,58,-37.8948188834652,144.732998823239,"Point Cook","Spacious, Clean and Cosy house with carpets.",100,"Wyndham"
"103",6263917,69,-37.9043522570531,144.748008883516,"Point Cook","Point Cook Guest Room with Ensuite",80,"Wyndham"
"104",17576674,48,-37.8630628758286,144.74228412011,"威蓝町","Fully furnished new house",97,"Wyndham"
"105",15028564,60,-37.8471523770449,144.729059764645,"Truganina","cheap and cherry",100,"Wyndham"
"106",13348222,169,-37.9022852806337,144.762350679713,"Point Cook","Luxurious Large 3BR Home, 22km to Melbourne",96,"Wyndham"
"107",13772466,100,-37.83621747158,144.662543497265,"Tarneit","Spacious house just 30 mins to CBD",NA,"Wyndham"
"108",5908158,60,-37.8566136947426,144.744715898596,"Williams Landing","Elena Room @ Westbourne Manor",90,"Wyndham"
"109",2238160,30,-37.8897032525913,144.636762363864,"Werribee","Quiet modern home 2",90,"Wyndham"
"110",12887796,50,-37.8654367180154,144.720979851886,"Truganina","星级服务 价钱实惠",NA,"Wyndham"
"111",17171303,52,-37.8563314161014,144.746253080191,"Williams Landing","Your Own Bed, Own Bathroom, No Sharing. Spacious!",93,"Wyndham"
"112",17182324,160,-37.9103774431642,144.732677416326,"Point Cook","Comfortable Clean New Large House.",84,"Wyndham"
"113",9659125,189,-37.90191168552,144.734092085571,"Point Cook","4BDR &2 BATH guest house in point cook,melbourne",95,"Wyndham"
"114",16621659,80,-37.8600942277998,144.740455530258,"Williams Landing","舒适的环境 安静的街道 从旅游景点回来，就要有一个，让人安静下来的感觉",NA,"Wyndham"
"115",5364419,80,-37.9042101089864,144.733036855266,"Point Cook","melbourne new bedroom for rent",NA,"Wyndham"
"116",4519807,59,-37.8480127510069,144.686093126706,"Tarneit","Friendly Host in Melbourne Room 2",86,"Wyndham"
"117",11896801,68,-37.907584515564,144.768417251052,"Point Cook","市区西南20公里sanctuary lakes湖景别墅",NA,"Wyndham"
"118",16263498,66,-37.9013494804657,144.750471101184,"Point Cook","Best in Wyndham/21km from Melb CBD",96,"Wyndham"
"119",16624177,41,-37.8777726730912,144.725052385352,"Point Cook","Friendly Student Accomodation",92,"Wyndham"
"120",12374251,250,-37.9018710559142,144.736626651595,"Point Cook","Million Dollar - South Yarra Home",NA,"Wyndham"
"121",8002331,45,-37.8977884441484,144.728293118952,"Point Cook","Private Room Queen Bed Point Cook",94,"Wyndham"
"122",15995321,215,-37.9078389075628,144.778463792982,"Point Cook","VILLA STONEYFELL 20- MELBOURNE 4BDRM, Sleeps 12",100,"Wyndham"
"123",14920379,42,-37.8680047937902,144.711149350003,"Hoppers Crossing","serene living away from the city hustle bustle",88,"Wyndham"
"124",1024812,75,-37.8457642360304,144.668577681988,"Tarneit","A Clean Private Room In Tarneit",NA,"Wyndham"
"125",9738996,42,-37.9082623488051,144.771284371391,"Point Cook","Near Lake Master Room Queen Bed",90,"Wyndham"
"126",17777795,229,-37.860351243288,144.75507565936,"Williams Landing","Luxurious 3BR & 3 Bath with Spa,wifi &20min to CBD",NA,"Wyndham"
"127",17945026,130,-37.857860051731,144.746516156804,"Williams Landing","Cozy new two bedrooms 25 min to Melbourne CBD",NA,"Wyndham"
"128",7847695,190,-37.9664011214529,144.704601495177,"Werribee South","Watching ships on Port Phillip bay",90,"Wyndham"
"129",17593320,149,-37.9016387929218,144.615982472486,"Werribee","**A brand new house** in a park view location",NA,"Wyndham"
"130",13779109,41,-37.8796764739588,144.690718872315,"Hoppers Crossing","BATES MOTEL",NA,"Wyndham"
"131",13515320,43,-37.8885422263026,144.72024696765,"Point Cook","1 Single rooms available,Common Kitchn and Laundry",100,"Wyndham"
"132",16071598,300,-37.8999595975259,144.769690652113,"Point Cook","Melbourne luxury house 5 BRM",NA,"Wyndham"
"133",15514629,29,-37.8977049704493,144.625035598018,"Wyndham Vale","Charming and full of character Room 1",97,"Wyndham"
"134",1621193,50,-37.9003724351897,144.741535484293,"Point Cook","Private EnSuite room4 in Point Cook",96,"Wyndham"
"135",363060,69,-37.8454537998207,144.716379923007,"Truganina","SUNLIT Kitchen/Vegie Garden/CLEAN",NA,"Wyndham"
"136",4617499,35,-37.8951998574749,144.616423265019,"Wyndham Vale","Private room in 3 bedroom house",80,"Wyndham"
"137",4601119,55,-37.8929826288167,144.66776025153,"Werribee","Twin bed with parking",88,"Wyndham"
"138",12138041,NA,-37.8557876897643,144.737663500546,"Williams Landing","Luxury Celebrity Style House",NA,"Wyndham"
"139",17769903,51,-37.9098331473009,144.759658748797,"Point Cook","Luxurious Home with 4 Rooms +WIFI. Room No. 2",100,"Wyndham"
"140",15087210,329,-37.8804267093701,144.74275032131,"Point Cook","Tranquility",NA,"Wyndham"
"141",16692924,80,-37.8559499109471,144.746839101208,"Williams Landing","20kms Southwest Melbourne CBD Clean & Comfortable",NA,"Wyndham"
"142",7266440,39,-37.8394154727123,144.665272556785,"Tarneit","Friendly host - Large, Comfy Room",91,"Wyndham"
"143",2150936,50,-37.8929801919488,144.66623790073,"Werribee","Queen bed downstairs with parking",91,"Wyndham"
"144",5816622,48,-37.9093186225293,144.77445824684,"Point Cook","Queen room with shared toilet and bath",100,"Wyndham"
"145",17482045,50,-37.9120536836254,144.736242550967,"Point Cook","This place is very closed to super market, parks",NA,"Wyndham"
"146",15993573,245,-37.9050882494432,144.721336478001,"Point Cook","GRASSBIRD LODGE 118 - MELBOURNE",NA,"Wyndham"
"147",10286517,60,-37.8660648065789,144.721148990554,"Truganina","Styleline House, Melbourne",87,"Wyndham"
"148",16605735,149,-37.8953024403625,144.744564974067,"Point Cook","Holiday By the Water--House Two",96,"Wyndham"
"149",16893048,45,-37.8986815869474,144.63338435481,"Werribee","Quiet Room in a Cul De Sac",100,"Wyndham"
"150",5338395,100,-37.9055800956511,144.731945921287,"Point Cook","new bedroom with own toilet/bath",NA,"Wyndham"
"151",13354897,75,-37.840128334822,144.715106679541,"Truganina","Brand new luxurious house",95,"Wyndham"
"152",10438565,48,-37.8537882825806,144.708844647034,"Hoppers Crossing","Exec Room Close to CBD/Country WIFI",99,"Wyndham"
"153",12469746,51,-37.8917879227173,144.733031427411,"Point Cook","Spacious, Clean and Cosy house with carpet",100,"Wyndham"
"154",7063167,180,-37.9151716154087,144.780636011351,"Point Cook","NEW WAVES VILLA - MELBOURNE 4 Bdrm",60,"Wyndham"
"155",13159453,80,-37.9092254421891,144.731632462313,"Point Cook","Amazing View from two story home",NA,"Wyndham"
"156",17909857,62,-37.8936512931866,144.657623132311,"Werribee","""A serene room for a serene stay""",NA,"Wyndham"
"157",8472390,50,-37.8457573157103,144.716286433184,"Truganina","Room in Melbourne called home",NA,"Wyndham"
"158",12797768,139,-37.8405704405053,144.741451484639,"Truganina","Clean And Comfy New House",89,"Wyndham"
"159",14272862,46,-37.910603046311,144.740771927757,"Point Cook","Near to bus stop and market",NA,"Wyndham"
"160",11193241,50,-37.8382773689917,144.656104921271,"Tarneit","The Green Living Place",NA,"Wyndham"
"161",14634057,189,-37.8606372534398,144.751825991903,"Williams Landing","4 BR & 2 Bath house in Williams Landing",90,"Wyndham"
"162",8309844,37,-37.9038777193157,144.731134525736,"Point Cook","Double Room with Ensuite Bathroom",NA,"Wyndham"
"163",1630761,52,-37.9000660371531,144.741456726375,"Point Cook","Private Ensuite room 3 point cook",92,"Wyndham"
"164",12078354,55,-37.8446120269529,144.736236945872,"Truganina","舒适安静小区，经典澳洲式洋房，前后花园550平，设施齐全",NA,"Wyndham"
"165",17080990,30,-37.8613397887117,144.599937604447,"Wyndham Vale","Lovely modern living with green outdoor area",NA,"Wyndham"
"166",17982151,35,-37.8858456323268,144.614905533823,"Wyndham Vale","位于wyndham vale环境优美house -2",100,"Wyndham"
"167",12597140,39,-37.899248589882,144.7310991664,"Point Cook","private room for rental",91,"Wyndham"
"168",16077047,35,-37.8731538478199,144.59472164546,"Wyndham Vale","Brand New Built house , share with friendly couple",100,"Wyndham"
"169",14819923,55,-37.8405404419024,144.742375424404,"Melbourne","Clean & Comfy Room In A New House",93,"Wyndham"
"170",12799502,47,-37.8905194955644,144.773917421943,"Point Cook","Quiet room in Sanctuary Lakes",97,"Wyndham"
"171",12669480,41,-37.8415139918472,144.741049563675,"Melbourne","Clean Private Room In A New House",88,"Wyndham"
"172",16846657,41,-37.8884198733276,144.74776287008,"Point Cook","2BR with private bath@Point Cook",97,"Wyndham"
"173",17683126,50,-37.9186641481251,144.748431947863,"Point Cook","Brand new home",NA,"Wyndham"
"174",6944782,215,-37.9074243195689,144.776897722133,"Point Cook","VILLA STONEYFELL 18 MELBOURNE 4bdrm",80,"Wyndham"
"175",17980111,121,-37.9034022314282,144.732355908326,"Point Cook","Modern Comfortable Cosy Room with Comfy Beds!",NA,"Wyndham"
"176",17003895,75,-37.8638303930144,144.737024769678,"Williams Landing","步行可达火车站的别墅住房",NA,"Wyndham"
"177",16636785,66,-37.8578936007627,144.748041409598,"Williams Landing","Lovely new house with nice garden view",100,"Wyndham"
"178",11426714,38,-37.9087813125274,144.777479423865,"Point Cook","位于saltwater coast环境优美带会所house",92,"Wyndham"
"179",14900176,110,-37.8910480985159,144.665897699189,"Werribee","Short Stay 30 minutes away from Melbourne CBD",NA,"Wyndham"
"180",7724084,41,-37.8973748648206,144.776359213844,"Point Cook","Cozy & Modern B&B",96,"Wyndham"
"181",11124106,170,-37.8890569472484,144.684476408193,"Hoppers Crossing","Comfortable family home",90,"Wyndham"
"182",16355200,245,-37.9153945438186,144.746558565712,"Point Cook","VILLA CARMEN 45 - Sleeps 10, 30 min to CBD",NA,"Wyndham"
"183",13101779,96,-37.8976692995516,144.740576211027,"Point Cook","Independent 1 BR unit, Kitchen , living",87,"Wyndham"
"184",17722183,50,-37.8930396707625,144.742429750308,"Point Cook","Home Away from Home",NA,"Wyndham"
"185",12189674,35,-37.9024250754181,144.633038420759,"Werribee","werribee gate way to the west",NA,"Wyndham"
"186",13036416,75,-37.8901314534659,144.685256084096,"Werribee","relaxing country house",NA,"Wyndham"
"187",12179388,170,-37.9073073034616,144.634015525298,"Werribee","Warm getaway with all amenities",100,"Wyndham"
"188",6876108,79,-37.9004830320491,144.776987114863,"Point Cook","One room left",90,"Wyndham"
"189",11067119,45,-37.8787127883856,144.720704503878,"Point Cook","Cozy place in a nice area!",100,"Wyndham"
"190",9201274,73,-37.8926132173819,144.608990820221,"Wyndham Vale","Tastefully decorated and cozy home",NA,"Wyndham"
"191",13100557,60,-37.8884234562167,144.661614676583,"Werribee","A house just next to to Local shopping mall.",NA,"Wyndham"
"192",10282551,85,-37.8761665167051,144.706191402145,"Hoppers Crossing","Spacious bedroom in great terrace",100,"Wyndham"
"193",10528362,31,-37.8793034815934,144.671275934878,"Werribee","Clean and Comfy Room in Werribee",87,"Wyndham"
"194",16901768,30,-37.8597434018445,144.728898231788,"Truganina","related friendly house.",NA,"Wyndham"
"195",12997271,90,-37.8640500506362,144.723383018823,"Truganina","Cozy quite place",NA,"Wyndham"
"196",14739344,245,-37.9652965901444,144.705600773915,"Werribee South","WYNDHAM BEACHSIDE VILLA - Sleeps 14, WI-FI + LINEN",NA,"Wyndham"
"197",17945274,180,-37.8568845630079,144.74788897357,"Williams Landing","Cozy new three bedrooms 25 min to Melbourne CBD",NA,"Wyndham"
"198",16579390,66,-37.8942650372211,144.647624996278,"Werribee","Modern 4 BR. 30 km to Melbourne CBD or Airport",NA,"Wyndham"
"199",8994613,75,-37.8381896646679,144.708613727093,"Truganina","Enroute to the Great Ocean Road!",98,"Wyndham"
"200",14973786,75,-37.8691642680726,144.675704294836,"Hoppers Crossing","Enough Rooms for Group Travel Up to 8 Persons",95,"Wyndham"
"201",1637329,60,-37.9018812533692,144.742285989534,"Point Cook","Private Ensuite Room 1 in Melbourne",80,"Wyndham"
"202",6941758,176,-37.9070242222866,144.772187400254,"Point Cook","VILLA SALTWATER - Point Cook 3 Bdrm",78,"Wyndham"
"203",14971779,320,-37.8842624564196,144.731387792252,"Point Cook","Lux house 22min to CBD or Airport",87,"Wyndham"
"204",16902136,66,-37.8577187656661,144.748362109502,"Williams Landing","Comfy new bedroom 25mins to Melbourne CBD",100,"Wyndham"
"205",12934790,45,-37.8579442363298,144.726872964723,"Truganina","Single room in Family home",NA,"Wyndham"
"206",6487741,45,-37.8971638524954,144.775156044342,"Point Cook","Stylish & Modern Living B&B",95,"Wyndham"
"207",17783422,39,-37.9096693652599,144.761904514374,"Point Cook","Luxurious Home with 4 Rooms +WIFI. Room No. 5",NA,"Wyndham"
"208",15302418,39,-37.9027308846765,144.73052736766,"Point Cook","Modern Comfortable Cosy Room with Comfy Bed 2",96,"Wyndham"
"209",16020432,215,-37.9087348575326,144.77826382508,"Point Cook","VILLA STONEYFELL 15 -  30min to CDB, Sleeps 10-12",60,"Wyndham"
"210",11703323,35,-37.8362713787206,144.716030984714,"Truganina","2 dogs, 1 cat, my husband and I.",99,"Wyndham"
"211",15596606,128,-37.9041773624319,144.744100665396,"Point Cook","Park View - Charming 3BR Retreat 22 km to Melborne",92,"Wyndham"
"212",13661968,66,-37.8612897865562,144.736644964873,"Williams Landing","Cosy, Clean Home Away From Home",NA,"Wyndham"
"213",4390476,59,-37.847195633757,144.686023204832,"Tarneit","Friendly Host in Melbourne Room 1",90,"Wyndham"
"214",17574386,55,-37.911642183121,144.776129936618,"Point Cook","Most tastefully furnished room in Point Cook",100,"Wyndham"
"215",17791658,51,-37.908632243178,144.760979817169,"Point Cook","Luxurious Home with 4 rooms +WIFI. Room No. 4",100,"Wyndham"
"216",17791672,51,-37.9078423932028,144.762036300312,"Point Cook","Luxurious Home with 4 Rooms +WIFI. Room No. 3",NA,"Wyndham"
"217",16382651,245,-37.9041678387615,144.724454051421,"Point Cook","GRASSBIRD LODGE 124 - MELBOURNE 5BDRM",NA,"Wyndham"
"218",13593771,139,-37.9002255005701,144.61583479528,"Werribee","**WiFi**enroute to Great Ocean Road",99,"Wyndham"
"219",16355774,244,-37.9185433208548,144.745648344924,"Point Cook","VILLA CARMEN 55 - Sleeps 10, 30 min to CBD",NA,"Wyndham"
"220",5661754,50,-37.8922886459074,144.666850596102,"Werribee","Queen size bed upstair with carpark",93,"Wyndham"
"221",16676910,148,-37.9058573183481,144.767368801338,"Point Cook","Luxurious Large 4 Bedroom house close to Melbourne",90,"Wyndham"
"222",6748080,275,-37.8926391725179,144.747118429271,"Point Cook","VILLA de MARSEILLES - 6 BDRM, Sleeps 14, 30min CBB",100,"Wyndham"
"223",11989583,50,-37.8849036336094,144.719372782985,"Point Cook","Private Room Double Bed in Dunnings",89,"Wyndham"
"224",3075412,185,-37.9092736990319,144.775359754475,"Point Cook","VILLA MYSTIC - MELBOURNE",83,"Wyndham"
"225",17985133,35,-37.8869480336876,144.614550686393,"Wyndham Vale","位于wyndham vale环境优美house -3",NA,"Wyndham"
"226",15848204,38,-37.8932653299231,144.633420629639,"Werribee","Clean & Modern close to transport",95,"Wyndham"
"227",15526663,300,-37.8853686860407,144.732654368353,"Point Cook","4BR Melbourne Stylehouse 22min CBD/Airport",80,"Wyndham"
"228",16509619,245,-37.9020146907974,144.752120057866,"Point Cook","VILLA HIDCOTE - MELBOURNE 5BDRM, 30 min to CBD",NA,"Wyndham"
"229",9118352,30,-37.8924550570027,144.646123247499,"Werribee","Peaceful position by Werribee River",92,"Wyndham"
"230",8377494,31,-37.8825542172071,144.696307114976,"Melbourne","Small Price But Quality Stay 价惠质优",100,"Wyndham"
"231",16999711,45,-37.8896769326882,144.762777634068,"Point Cook","Sanctuary Lakes Golf Course  - Resort Living",95,"Wyndham"
"232",8152019,43,-37.8573522757808,144.736722306624,"Williams Landing","Spacious Bedroom and private bath with amenities",96,"Wyndham"
"233",16245597,50,-37.8794183500228,144.66480900543,"Werribee","Rustic cabin in Werribee",100,"Wyndham"
